no,city,location,income,eggette,cbrick,gas,diesel,lgas,ngas,cgas,faeces,jg,fw,op,eu,euo,ekg,et,etc,cbu,cbuo,cbkg,cbt,cbtc,gu,guo,gl,gt,gtc,du,duo,dl,dt,dtc,lgu,lguo,lgkg,lgt,lgtc,ngt,ngtc,cgt,cgtc,fu,fuo,fkg,ft,ftc,jgu,jguo,jgkg,jgt,jgtc,fwu,fwuo,fwkg,fwt,fwtc,opu,opuo,opkg,opcm,opl,opt,optc
10144,2,山东省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145,1,山东省,1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.0,6,600,,,,,,,,,,,,,,,,,,,,,,,,,,
10149,2,山东省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
10154,2,山东省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,1,山东省,0.0,0,1,0,0,1,0,0,0,0,0,,,,,,,公斤,,,,,,,,,,,,,,,斤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161,1,山东省,1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,90,600,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,1,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,20.0,5,400,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,1,山东省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,350,900,,,,,,,,,,,,,,,,,,,,,,,,
10168,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,90,315,,,,,,,,,,,,,,,,,,,,,,,,
10170,2,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,84,252,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,1,山东省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,360,250
10176,1,山东省,-1.0,0,0,0,0,1,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,斤,,,105,315,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,1,山东省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5.0,5,500,,,,,,,,,,,,,,,,,,,,,,,,,,
10181,2,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,380,,,,,,,,,,,,,,,,,,,,,,,,
10183,2,山东省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,,
10188,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1460,,,,,,,,,,,,,,,,,,,,,,,,
10191,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,,,,,,,,,,,,,,,,
10204,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,160,400,,,,,,,,,,,,,,,,,,,,,,,,
10208,1,山东省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
10217,2,山东省,0.0,1,0,0,0,0,0,0,0,0,0,,个,,0.300000011920929,600,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10220,1,山东省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,50.0,2,250,,,,,,,,,,,,,,,,,,,,,,,,,,
10228,1,山东省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10243,1,山东省,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,600,600,,,,,,,,,,,,,,,,,,,,,,,,
10244,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,288,,,,,,,,,,,,,,,,,,,,,,,,
10248,1,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.0,11,1100,,,,,,,,,,,,,,,,,,,,,,,,,,
10252,1,山东省,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,1200,,,,,,,,,,,,,,,,,,,,,,,,
10256,1,山东省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,83,200,,,,,,,,,,,,,,,,,,,,,,,,
10262,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,250,,,,,,,,,,,,,,,,,,,,,,,,
10264,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268,1,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,60,300,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,30,700,,,,,,,,,,,,,,,,,,,,,,,,
10270,1,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,40.0,4,300,,,,,,,,,,,,,,,,,,,,,,,,,,
10277,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,
10279,2,山东省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,,,,,,
10284,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,300,,,,,,,,,,,,,,,,,,,,,,,,
10285,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,120,300,,,,,,,,,,,,,,,,,,,,,,,,
10286,1,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289,2,山东省,0.0,0,1,0,0,1,0,0,0,0,0,,,,,,,公斤,,,80,160,,,,,,,,,,,,,10.0,10,700,,,,,,,,,,,,,,,,,,,,,,,,,,
10293,1,山东省,1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5.0,36,1080,,,,,,,,,,,,,,,,,,,,,,,,,,
10295,2,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,12.0,6,400,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,2,山东省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,1,山东省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,900
10302,1,山东省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110,350,,,,,,,,,,,,,,,,,,,,,,,,
10305,1,山东省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,700,,,,,,,,
10306,1,山东省,-1.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,500,,,,,,,,,,,,,,,,,,,,,,
10319,1,山东省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10321,1,山东省,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240,580,,,,,,,,,,,,,,,,,,,,,,,,
10326,1,山东省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10329,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10330,1,山东省,1.0,1,0,0,0,0,0,0,0,0,0,,个,,1.0,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10333,2,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,40,344,,,,,,,,,,,,,,,,,,,,,,,,,,
10335,2,山东省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343,1,山东省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,
10344,1,山东省,1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346,2,山东省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350,1,山东省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,,吨,1000.0,1,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10363,2,山东省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
10366,1,山东省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370,2,山东省,-1.0,0,1,0,0,1,0,0,0,0,0,,,,,,,公斤,,,350,245,,,,,,,,,,,公斤,,,500,600,,,,,,,,,,,,,,,,,,,,,,,,,,
10373,2,山东省,-1.0,0,1,0,0,0,0,0,0,0,1,,,,,,,拖拉机,,2000.0,3,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,2000.0,,,,,,,,,
10374,2,山东省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,700,,,,,,,,
10376,2,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10.0,10,600,,,,,,,,,,,,,,,,,,,,,,,,,,
10385,2,山东省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,60.0,40,,,,,,,,
10395,2,山东省,1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396,2,山东省,-1.0,0,1,0,0,1,0,0,0,0,1,,,,,,,斤,,,1000,1400,,,,,,,,,,,公斤,,,90,660,,,,,,,,,,,,,,,堆,,4.0,15,,,,,,,,
10405,2,山东省,0.0,0,1,0,0,0,0,1,0,0,0,,,,,,,公斤,,,300,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406,2,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,1200,,,,,,,,,,,,,,,,,,,,,,,,,,
10409,2,山东省,-2.0,0,1,0,0,1,0,0,0,0,0,,,,,,,公斤,,,3000,3000,,,,,,,,,,,斤,,,210,735,,,,,,,,,,,,,,,,,,,,,,,,,,
10411,2,山东省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10421,2,山东省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,500,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10425,2,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,60,48,,,,,,,,,,,,,,,,,,,,,,,,,,
10427,2,山东省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,公斤,,,750,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,,,,,,
10430,2,山东省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432,2,山东省,0.0,1,0,0,0,0,0,0,0,0,1,,个,,3.0,500,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,150.0,4,,,,,,,,
10451,2,山东省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10453,2,山东省,0.0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,升,,,3000,15000,,,20.0,6,600,,,,,,,,,,,,,,,,,,,,,,,,,,
10459,2,山东省,-1.0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,8000,,,,,,,,,,,,,
10463,2,山东省,-1.0,1,0,0,0,1,0,0,0,0,0,,个,,0.600000023841858,2000,1360,,,,,,,,,,,,,,,,,,12.5,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,
10464,2,山东省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,300,1800,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,2,山东省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,48,400,,,,,,,,,,,,,,,,,,,,,,,,,,
10467,2,山东省,0.0,1,0,0,0,0,0,0,0,0,0,,个,,0.300000011920929,300,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10486,2,山东省,-2.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,4.0,150,,,,,,,,
10487,2,山东省,-1.0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,,,,,,,,,,,,,,
10489,2,山东省,0.0,0,1,0,0,1,0,0,0,0,0,,,,,,,公斤,,,1000,1000,,,,,,,,,,,公斤,,,120,480,,,,,,,,,,,,,,,,,,,,,,,,,,
10492,2,山东省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,2.5,720,,,,,,,,
10494,2,山东省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
10499,2,山东省,0.0,1,1,1,0,0,0,0,0,1,1,,筐,,18.0,6,132,公斤,,,150,210,升,,,77,500,,,,,,,,,,,,,,,,,,,,筐,,5.0,,,筐,,5.0,20,,,,,,,,
10503,1,河南省,1.0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,升,,,,10000,,,,,,,,15.0,10,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
10504,1,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,200,810,,,,,,,,,,,,,,,,,,,,,,,,,,
10506,1,河南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507,2,河南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,,,,,,,
10510,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,
10513,2,河南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,,,,,,,,,
10514,1,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,100,700,,,,,,,,,,,,,,,,,,,,斤,,,,,,
10515,1,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,100,1000,,,,,,,,,,,,,,,,,,,,斤,,,,,,1000
10517,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10518,1,河南省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10.0,20,2000,,,,,,,,,,,,,,,,,,,,,,,,,,
10519,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.0,2,220,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,700,,,,,,,,,,,,,,,,,,,,,,,,
10524,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300,400,,,,,,,,,,,,,,,,,,,,,,,,
10525,1,河南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10529,1,河南省,-1.0,1,0,0,0,0,0,0,0,0,0,,个,,0.5,1000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10530,2,河南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,,,,,,,,,
10536,2,河南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
10539,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,
10541,1,河南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10542,2,河南省,-1.0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,1.0,,,,,,,,,,,,,,
10543,2,河南省,-1.0,0,0,0,0,1,0,0,0,0,0,沼气,,,,,,,,,,,,,,,,,,,,,公斤,,,90,700,,,,,,,,,,,,,,,,,,,,堆,,0.0,1.0,0.0,,
10547,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,72,500,,,,,,,,,,,,,,,,,,,,,,,,,,
10564,1,河南省,0.0,1,0,0,0,0,0,0,0,0,0,,个,,0.300000011920929,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10.0,12,840,,,,,,,,,,,,,,,,,,,,,,,,,,
10579,1,河南省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10580,2,河南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,5.0,30,,,,,,,,
10592,2,河南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,1.5,1000,,,,,,,,
10597,1,河南省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,16.0,8,800,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,99999,,,,,,,,,,,,,,,,,,,,,,,,,,
10601,2,河南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,,,,,,,
10609,1,河南省,0.0,1,0,0,0,0,0,0,0,0,0,,个,,0.5,500,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10617,2,河南省,0.0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,拖拉机,,500.0,7,,,,,,,,,,,,,
10619,1,河南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,600,600
10622,2,河南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,18000,,,,,,,,
10626,1,河南省,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,400,,,,,,,,,,,,,,,,,,,,,,
10633,2,河南省,-1.0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,45,270,,,,,,,,,,捆,,5.0,100000,,,,,,,,,,,,,
10639,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,200,450,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,12.0,1000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,
10642,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,75,625,,,,,,,,,,,,,,,,,,,,,,,,,,
10643,1,河南省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,120,500,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,2,河南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,2.0,,,,,,,,,
10648,1,河南省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10650,1,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,7.0,6,600,,,,,,,,,,,,,,,,,,,,,,,,,,
10659,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,,,,,,,,,,,,,,,,,,,,,,,,,
10660,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661,2,河南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,99999,,,,,,,,
10668,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,
10670,1,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,50,400,,,,,,,,,,,,,,,,,,,,,,,,,,
10674,1,河南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,
10675,2,河南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,10.0,,,,,,,,,
10679,1,河南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10680,2,河南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,600,,,,,,,,
10682,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,
10685,1,河南省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,
10688,2,河南省,0.0,1,1,0,0,1,0,0,0,0,1,,个,,0.5,450,300,个,,0.5,450,300,,,,,,,,,,,公斤,,,43,331,,,,,,,,,,,,,,,捆,,35.0,30,,,,,,,,
10690,1,河南省,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,400,,,,,,,,,,,,,,,,,,,,,,
10696,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,
10707,1,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.0,6,500,,,,,,,,,,,,,,,,,,,,,,,,,,
10709,1,河南省,1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3.0,8,640,,,,,,,,,,,,,,,,,,,,,,,,,,
10713,1,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.0,4,400,,,,,,,,,,,,,,,,,,,,,,,,,,
10720,1,河南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,
10728,1,河南省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10730,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,60,500,,,,,,,,,,,,,,,,,,,,,,,,,,
10737,2,河南省,-2.0,1,0,0,0,0,0,0,0,0,1,,个,,0.300000011920929,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平时随用随取,0.5,,,,,,,,,
10741,2,河南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,150,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
